time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-22T09:45:48.620Z,19.219165802002,-155.407669067383,31.4599990844727,2.05999994,md,42,145,,0.180000007,hv,hv72719807,2021-09-22T09:49:07.020Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.56,0.779999971,1.02999997,7,automatic,hv,hv
2021-09-22T09:40:55.620Z,18.0851,-67.159,18,2.97,md,17,167,0.0929,0.2,pr,pr2021265005,2021-09-22T14:51:23.275Z,"1 km W of Cabo Rojo, Puerto Rico",earthquake,0.86,0.51,0.23,10,reviewed,pr,pr
2021-09-22T09:36:49.240Z,36.134,-117.8193333,3.97,0.97,ml,15,87,0.0331,0.15,ci,ci39816087,2021-09-22T13:20:27.687Z,"15km NE of Coso Junction, CA",earthquake,0.28,0.45,0.229,12,reviewed,ci,ci
2021-09-22T09:30:50.039Z,38.1413,-117.8873,6.3,1,ml,9,115.93,0.02,0.1606,nn,nn00823001,2021-09-22T09:34:05.381Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.28,5,automatic,nn,nn
2021-09-22T09:26:46.980Z,19.2210006713867,-155.405670166016,32.3899993896484,1.74000001,md,39,144,,0.230000004,hv,hv72719787,2021-09-22T09:29:57.840Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.65,0.959999979,1.74000001,4,automatic,hv,hv
2021-09-22T09:24:37.720Z,41.2533333,-122.228,12.47,1.92,md,17,68,0.0826,0.17,nc,nc73627911,2021-09-24T18:12:28.199Z,"6km NE of Dunsmuir, CA",earthquake,0.46,0.95,0.211,13,reviewed,nc,nc
2021-09-22T09:22:40.851Z,38.1504,-117.8962,8.3,1,ml,9,111.85,0.02,0.0428,nn,nn00822999,2021-09-22T09:25:55.192Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.4,6,automatic,nn,nn
2021-09-22T09:20:00.565Z,31.68155995,-104.3761222,6.157275391,2.2,ml,16,81,0.1070494888,0.3,tx,tx2021spbh,2021-09-22T15:18:02.901Z,"54 km S of Whites City, New Mexico",earthquake,1.520097367,2.012611654,0.1,8,reviewed,tx,tx
2021-09-22T09:17:19.870Z,41.2471667,-122.2335,11.29,1.52,md,15,83,0.0883,0.18,nc,nc73627906,2021-09-24T18:02:27.106Z,"5km NE of Dunsmuir, CA",earthquake,0.52,1.03,0.179,13,reviewed,nc,nc
2021-09-22T09:06:39.411Z,31.6778766,-104.3771666,6.362939453,2.2,ml,20,82,0.1057799682,0.3,tx,tx2021spav,2021-09-22T15:21:26.316Z,"55 km S of Whites City, New Mexico",earthquake,1.473133199,1.686190304,0.1,13,reviewed,tx,tx
2021-09-22T08:58:09.090Z,19.2123333333333,-155.401666666667,32.2,1.98,md,40,152,,0.12,hv,hv72719767,2021-09-22T21:15:31.660Z,"8 km E of Pāhala, Hawaii",earthquake,0.53,0.68,0.182362750153367,18,reviewed,hv,hv
2021-09-22T08:56:41.690Z,41.2478333,-122.2146667,11.53,1.69,md,14,77,0.07467,0.08,nc,nc73627896,2021-09-22T11:53:50.922Z,"6km W of McCloud, CA",earthquake,0.3,0.61,0.14,14,reviewed,nc,nc
2021-09-22T08:55:24.383Z,-38.1681,-73.7179,22.89,4.5,mb,,139,1.724,1.14,us,us7000fddf,2021-09-23T08:10:12.040Z,"49 km SW of Cañete, Chile",earthquake,7,7.3,0.156,12,reviewed,us,us
2021-09-22T08:55:21.850Z,41.2486667,-122.22,11.67,1.8,md,13,77,0.07817,0.08,nc,nc73627891,2021-09-24T17:45:25.915Z,"6km NE of Dunsmuir, CA",earthquake,0.31,0.65,0.086,9,reviewed,nc,nc
2021-09-22T08:49:19.300Z,44.2643333,-115.0103333,6.39,2.84,ml,19,75,0.708,0.22,mb,mb80524309,2021-09-23T20:36:54.700Z,"7 km NW of Stanley, Idaho",earthquake,0.69,1.34,0.164,19,reviewed,mb,mb
2021-09-22T08:42:41.177Z,31.67534727,-104.3774136,6.234399414,2.7,ml,23,82,0.1053787986,0.2,tx,tx2021spab,2021-09-23T08:01:11.040Z,"55 km S of Whites City, New Mexico",earthquake,0.9846807436,1.39748735,0.2,12,reviewed,tx,tx
2021-09-22T08:41:45.180Z,41.2478333,-122.2351667,11.61,1.7,md,14,83,0.0893,0.13,nc,nc73627881,2021-09-24T17:36:24.170Z,"5km NE of Dunsmuir, CA",earthquake,0.44,0.89,0.18,11,reviewed,nc,nc
2021-09-22T08:38:57.970Z,36.4166667,-117.9015,-0.18,2.21,ml,23,110,0.1459,0.18,ci,ci39816039,2021-09-22T13:22:09.575Z,"18km NNE of Olancha, CA",earthquake,0.38,1.1,0.136,24,reviewed,ci,ci
2021-09-22T08:36:20.150Z,31.68151895,-104.3825822,5.951611328,1.9,ml,14,59,0.1015800632,0.3,tx,tx2021sozv,2021-09-22T16:17:46.354Z,"54 km S of Whites City, New Mexico",earthquake,1.577732152,2.166541593,0.1,6,reviewed,tx,tx
2021-09-22T08:27:36.811Z,-59.398,-25.7985,33.82,4.9,mb,,50,9.557,0.87,us,us7000fdd7,2021-09-22T09:07:13.040Z,"South Sandwich Islands region",earthquake,9.7,2.1,0.086,78,reviewed,us,us
2021-09-22T08:22:29.030Z,41.2443333,-122.2406667,10.94,1.54,md,10,127,0.09432,0.13,nc,nc73627866,2021-09-24T16:13:16.680Z,"5km NNE of Dunsmuir, CA",earthquake,0.59,1.11,0.155,10,reviewed,nc,nc
2021-09-22T08:22:12.330Z,41.2328333,-122.2486667,9.97,1.08,md,6,171,0.1041,0.08,nc,nc71126344,2021-09-24T16:28:18.521Z,"3km NE of Dunsmuir, CA",earthquake,0.71,1.31,0.325,9,reviewed,nc,nc
2021-09-22T08:21:45.350Z,19.1660003662109,-155.467330932617,34.8699989318848,1.88,md,41,162,,0.109999999,hv,hv72719732,2021-09-22T08:24:46.480Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.55,0.839999974,1.85000002,6,automatic,hv,hv
2021-09-22T08:15:25.500Z,37.6378333,-121.7446667,4.43,1.08,md,17,113,0.01849,0.08,nc,nc73627861,2021-09-24T17:36:54.823Z,"5km SSE of Livermore, CA",earthquake,0.23,0.3,0.158,15,reviewed,nc,nc
2021-09-22T08:15:09.864Z,31.68157355,-104.3739688,6.157275391,1.8,ml,13,85,0.1088734685,0.2,tx,tx2021sozb,2021-09-22T15:52:57.762Z,"54 km S of Whites City, New Mexico",earthquake,1.804682738,2.507640874,0.1,6,reviewed,tx,tx
2021-09-22T08:12:58.157Z,44.2706,-115.0439,5,2.3,ml,,67,0.73,0.63,us,us7000fdd3,2021-09-23T07:41:04.040Z,"10 km NW of Stanley, Idaho",earthquake,2.2,1.6,0.057,40,reviewed,us,us
2021-09-22T08:10:05.170Z,38.8271675,-122.8525009,1.61,1.18,md,20,62,0.003436,0.03,nc,nc73627856,2021-09-22T08:11:43.890Z,"10km WNW of The Geysers, CA",earthquake,0.21,0.42,0.01,3,automatic,nc,nc
2021-09-22T08:00:48.980Z,19.1669998168945,-155.490661621094,34.439998626709,2,ml,49,146,,0.140000001,hv,hv72719707,2021-09-23T06:49:47.040Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.49,0.670000017,4.66,9,automatic,hv,hv
2021-09-22T07:49:33.940Z,19.1638336181641,-155.480834960938,35.5699996948242,2.05999994,md,44,106,,0.129999995,hv,hv72719692,2021-09-22T07:52:44.100Z,"4 km S of Pāhala, Hawaii",earthquake,0.49,0.75999999,1.50999999,18,automatic,hv,hv
2021-09-22T07:29:53.730Z,19.4111666666667,-155.287166666667,1.06,1.67,ml,19,67,,0.09,hv,hv72719667,2021-09-24T01:45:35.980Z,"6 km WSW of Volcano, Hawaii",earthquake,0.17,0.15,0.0935650194659468,8,reviewed,hv,hv
2021-09-22T07:21:20.810Z,17.9376,-66.9935,9,2.61,md,17,220,0.0599,0.1,pr,pr2021265004,2021-09-22T07:37:08.829Z,"6 km SE of La Parguera, Puerto Rico",earthquake,0.35,0.47,0.1,9,reviewed,pr,pr
2021-09-22T07:17:17.210Z,19.1735000610352,-155.462326049805,36.0200004577637,1.85000002,md,32,205,,0.109999999,hv,hv72719662,2021-09-22T07:20:38.880Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.83,1.46000004,0.610000014,3,automatic,hv,hv
2021-09-22T07:11:57.180Z,33.6341667,-116.6955,12.97,1.28,ml,58,46,0.07005,0.18,ci,ci39815999,2021-09-22T13:23:40.880Z,"9km NNW of Anza, CA",earthquake,0.2,0.36,0.183,26,reviewed,ci,ci
2021-09-22T07:08:31.410Z,34.42983333,-97.43516667,4.19,1.21,ml,28,100,0.07378552076,0.44,ok,ok2021sowy,2021-09-23T13:38:28.063Z,"6 km SSE of Tatums, Oklahoma",earthquake,,1.4,0.2,11,reviewed,ok,ok
2021-09-22T07:03:56.070Z,0.0314,123.3229,159.52,4.5,mb,,85,1.2,0.62,us,us7000fdcs,2021-09-23T06:41:08.040Z,"63 km SSE of Gorontalo, Indonesia",earthquake,8.5,7.3,0.124,19,reviewed,us,us
2021-09-22T07:02:47.270Z,31.67690954,-104.3846949,6.157275391,2.6,ml,15,84,0.09930315108,0.3,tx,tx2021sowt,2021-09-23T06:25:00.040Z,"55 km S of Whites City, New Mexico",earthquake,1.535524339,2.133379833,0.1,9,reviewed,tx,tx
2021-09-22T06:59:44.360Z,33.634,-116.6975,12.72,1.75,ml,60,22,0.06859,0.18,ci,ci39815975,2021-09-22T13:24:06.900Z,"9km NNW of Anza, CA",earthquake,0.17,0.34,0.14,26,reviewed,ci,ci
2021-09-22T06:56:50.155Z,31.63637735,-104.2422762,6.157275391,1.6,ml,13,94,0.1770271077,0.2,tx,tx2021sowp,2021-09-22T20:01:01.371Z,"55 km NW of Toyah, Texas",earthquake,1.31974213,2.242544431,0.2,8,reviewed,tx,tx
2021-09-22T06:47:24.580Z,37.3781667,-118.7913333,10.38,1.12,md,21,98,0.1834,0.05,nc,nc73627841,2021-09-22T07:44:28.869Z,"18km WSW of Round Valley, CA",earthquake,0.29,1.72,0.121,19,reviewed,nc,nc
2021-09-22T06:39:30.910Z,37.7278333,-121.9835,5.28,1.73,md,31,53,0.04405,0.08,nc,nc73627836,2021-09-22T22:08:35.821Z,"5km NW of Dublin, CA",earthquake,0.19,0.28,0.195,26,reviewed,nc,nc
2021-09-22T06:25:01.290Z,39.3686667,-122.9048333,2.11,1.75,md,22,98,0.173,0.09,nc,nc73627831,2021-09-22T07:41:58.536Z,"6km SE of Lake Pillsbury, CA",earthquake,0.26,2.21,0.123,23,reviewed,nc,nc
2021-09-22T06:18:34.785Z,38.0907,-118.9715,3.9,1.1,ml,10,122.91,0.4,0.2059,nn,nn00822988,2021-09-22T06:21:53.241Z,"16 km ENE of Mono City, California",earthquake,,20,0.3,2,automatic,nn,nn
2021-09-22T06:17:10.199Z,63.186,-149.2252,1.3,1.7,ml,,,,0.86,ak,ak021c6d38hd,2021-09-22T16:47:30.590Z,"26 km SSW of Cantwell, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-09-22T06:01:05.540Z,38.5396667,-119.4113333,4.17,1.62,md,13,94,0.04112,0.14,nc,nc73627821,2021-09-22T07:21:26.519Z,"28km SSW of Smith Valley, NV",earthquake,0.39,1.04,0.135,13,reviewed,nc,nc
2021-09-22T05:56:35.590Z,61.4522,-149.9592,31.8,1.8,ml,,,,0.79,ak,ak021c6cq7qe,2021-09-22T06:01:11.737Z,"7 km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-22T05:54:58.719Z,36.3285,-98.10566667,6.8,1.55,ml,83,61,0.07108605049,0.23,ok,ok2021soun,2021-09-22T12:29:45.466Z,"6 km SSW of Lahoma, Oklahoma",earthquake,,0.4,0.23,36,reviewed,ok,ok
2021-09-22T05:45:32.950Z,35.114,-95.37183333,6.73,1.57,ml,36,73,0.118776692,0.27,ok,ok2021souf,2021-09-22T13:03:46.716Z,"0 km S of Quinton, Oklahoma",earthquake,,0.7,0.26,12,reviewed,ok,ok
2021-09-22T05:37:54.340Z,35.704,-117.5101667,4.57,1.68,ml,27,101,0.1236,0.16,ci,ci39815919,2021-09-22T13:31:40.450Z,"12km SW of Searles Valley, CA",earthquake,0.33,0.94,0.169,26,reviewed,ci,ci
2021-09-22T05:37:54.301Z,63.9625,-149.5937,23.9,1.4,ml,,,,0.95,ak,ak021c6cm6ko,2021-09-22T05:45:19.865Z,"24 km WSW of Ferry, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-09-22T05:36:38.409Z,31.65297771,-104.5222644,7.905419922,1.8,ml,12,147,0.02409896018,0.3,tx,tx2021sotx,2021-09-22T15:59:55.561Z,"59 km SSW of Whites City, New Mexico",earthquake,1.850320881,1.433192192,0.1,6,reviewed,tx,tx
2021-09-22T05:34:01.487Z,38.3459,-118.872,7.1,1.2,ml,8,167.46,0.303,0.1738,nn,nn00822982,2021-09-22T05:38:02.904Z,"29 km SW of Hawthorne, Nevada",earthquake,,84.1,0.38,3,automatic,nn,nn
2021-09-22T05:29:28.960Z,44.2935,-114.891,8.35,1.87,ml,9,83,0.618,0.17,mb,mb80524294,2021-09-23T21:52:40.570Z,"9 km NNE of Stanley, Idaho",earthquake,0.78,1.96,0.162,14,reviewed,mb,mb
2021-09-22T05:28:39.540Z,40.985,-111.443,9.72,0.95,ml,20,83,0.09811,0.17,uu,uu60458997,2021-09-22T13:57:17.340Z,"0 km N of Echo, Utah",earthquake,0.4,0.65,0.369,2,reviewed,uu,uu
2021-09-22T05:21:01.368Z,-9.5789,121.0737,89.12,4.4,mb,,73,1.483,1.08,us,us7000fdc4,2021-09-22T06:19:52.318Z,"89 km E of Waingapu, Indonesia",earthquake,7.7,8.1,0.143,14,reviewed,us,us
2021-09-22T05:09:32.130Z,19.232666015625,-155.419830322266,33.4300003051758,2.25999999,md,48,129,,0.119999997,hv,hv72719552,2021-09-22T05:12:49.430Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.51,0.589999974,1.59000003,22,automatic,hv,hv
2021-09-22T05:08:03.430Z,34.756,-97.55516667,5.59,1.32,ml,45,66,0.1430719244,0.31,ok,ok2021sosz,2021-09-22T13:09:10.807Z,"7 km SE of Erin Springs, Oklahoma",earthquake,,0.8,0.18,18,reviewed,ok,ok
2021-09-22T05:03:15.630Z,19.2186660766602,-155.421829223633,32.5,2.25,ml,47,136,,0.140000001,hv,hv72719537,2021-09-22T14:07:07.040Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.5,0.730000019,3.14,8,automatic,hv,hv
2021-09-22T05:02:18.600Z,39.4291667,-110.3035,-1.59,2.23,ml,18,168,0.01748,0.17,uu,uu60458992,2021-09-22T14:14:46.150Z,"15 km SSE of Sunnyside, Utah",earthquake,0.76,0.54,0.109,5,reviewed,uu,uu
2021-09-22T04:58:30.340Z,33.2255,-115.5623333,2.77,1.32,ml,36,48,0.05497,0.23,ci,ci39815895,2021-09-22T16:58:49.609Z,"4km WSW of Niland, CA",earthquake,0.23,0.36,0.16,31,reviewed,ci,ci
2021-09-22T04:40:57.060Z,39.4295,-110.308,-1.54,1.34,ml,11,167,0.0143,0.12,uu,uu60458987,2021-09-22T15:25:13.820Z,"15 km SSE of Sunnyside, Utah",earthquake,0.9,0.48,0.062,2,reviewed,uu,uu
2021-09-22T04:38:39.380Z,63.9012,-149.7647,0,1.7,ml,,,,0.7,ak,ak021c6c0xj6,2021-09-22T04:42:53.622Z,"34 km WSW of Ferry, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-09-22T04:25:14.700Z,38.1053333,-118.9498333,6.63,1.54,md,30,81,0.0994,0.15,nc,nc73627806,2021-09-22T05:48:16.877Z,"13km SSE of Bodie, CA",earthquake,0.34,4.36,0.263,27,reviewed,nc,nc
2021-09-22T04:23:30.190Z,38.1056671,-118.9431686,2.67,1.84,md,8,116,0.3748,0.04,nc,nc73627801,2021-09-22T04:26:43.912Z,"13km SSE of Bodie, CA",earthquake,0.41,9.05,0.44,3,automatic,nc,nc
2021-09-22T04:21:59.810Z,38.1098333,-118.9453333,5.78,1.83,md,29,91,0.09707,0.11,nc,nc73627796,2021-09-24T16:10:45.633Z,"13km SSE of Bodie, CA",earthquake,0.28,1.26,0.164,29,reviewed,nc,nc
2021-09-22T04:20:13.280Z,39.4283333,-110.3141667,-1.13,1.49,md,6,217,0.009465,0.08,uu,uu60458982,2021-09-22T15:01:58.400Z,"15 km SSE of Sunnyside, Utah",earthquake,1.09,0.26,0.156,6,reviewed,uu,uu
2021-09-22T04:17:35.300Z,17.9536,-66.8981,14,2.75,md,19,189,0.147,0.2,pr,pr2021265003,2021-09-22T04:57:18.726Z,"2 km SSE of Guánica, Puerto Rico",earthquake,0.55,0.64,0.25,10,reviewed,pr,pr
2021-09-22T04:15:59.890Z,39.4261667,-110.312,-1.16,1.7,md,7,194,0.01035,0.12,uu,uu60458977,2021-09-22T15:00:23.460Z,"15 km SSE of Sunnyside, Utah",earthquake,1.2,0.46,0.275,7,reviewed,uu,uu
2021-09-22T04:07:11.013Z,38.1435,-117.9695,10.7,1.2,ml,11,119.98,0.009,0.1043,nn,nn00822971,2021-09-22T04:10:23.382Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,0.36,6,automatic,nn,nn
2021-09-22T04:06:41.750Z,59.0034,-154.5092,125.6,1.6,ml,,,,0.08,ak,ak021c6bu2rq,2021-09-22T04:20:40.888Z,"50 km SSE of Kokhanok, Alaska",earthquake,,3.4,,,automatic,ak,ak
2021-09-22T04:03:42.340Z,38.7853317,-122.7501678,-0.87,1.03,md,14,157,0.01699,0.28,nc,nc73627791,2021-09-22T04:05:17.602Z,"1km NNE of The Geysers, CA",earthquake,0.72,2.74,0.13,3,automatic,nc,nc
2021-09-22T04:00:41.375Z,61.3701,-150.497,35.4,1.6,ml,,,,0.85,ak,ak021c6bssi0,2021-09-22T04:04:49.099Z,"19 km S of Susitna, Alaska",earthquake,,7.3,,,automatic,ak,ak
2021-09-22T03:48:12.400Z,19.0151672363281,-155.407333374023,35.9099998474121,2.19,ml,44,218,,0.119999997,hv,hv72719452,2021-09-22T03:53:41.770Z,"19 km ESE of Naalehu, Hawaii",earthquake,0.67,0.74000001,0.13,3,automatic,hv,hv
2021-09-22T03:36:50.702Z,44.2782,-115.0983,14.5,3.2,ml,,67,0.767,0.73,us,us7000fdbg,2021-09-23T19:37:19.960Z,"14 km WNW of Stanley, Idaho",earthquake,2.6,10.1,0.03,148,reviewed,us,us
2021-09-22T03:31:36.390Z,37.7241667,-121.9813333,6.03,1.11,md,15,115,0.04102,0.06,nc,nc73627771,2021-09-24T18:24:59.664Z,"5km WNW of Dublin, CA",earthquake,0.26,0.67,0.154,7,reviewed,nc,nc
2021-09-22T03:19:10.910Z,44.2843333,-115.2018333,8.05,2.07,ml,13,84,0.841,0.25,mb,mb80524279,2021-09-23T20:46:36.170Z,"22 km WNW of Stanley, Idaho",earthquake,0.97,1.84,0.191,13,reviewed,mb,mb
2021-09-22T03:12:36.505Z,44.2858,-115.034,12.54,2.8,ml,,66,0.72,0.48,us,us7000fdbc,2021-09-23T19:34:46.270Z,"10 km NW of Stanley, Idaho",earthquake,3,10.2,0.036,104,reviewed,us,us
2021-09-22T02:58:10.370Z,19.4025,-155.290666666667,0.68,1.72,ml,18,64,,0.1,hv,hv72719402,2021-09-23T01:57:15.230Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.15868960681239,9,reviewed,hv,hv
2021-09-22T02:56:15.980Z,39.4223333,-110.2868333,-3.31,1.45,md,7,203,0.02969,0.1,uu,uu60458962,2021-09-22T14:57:46.950Z,"16 km SSE of Sunnyside, Utah",earthquake,1.41,2.91,0.151,7,reviewed,uu,uu
2021-09-22T02:54:58.679Z,36.52433333,-98.99516667,8.01,0.96,ml,24,119,0.0449911712,0.14,ok,ok2021soop,2021-09-23T13:44:12.800Z,"8 km NNE of Quinlan, Oklahoma",earthquake,,0.5,0.28,8,reviewed,ok,ok
2021-09-22T02:36:29.166Z,63.9831,-148.8067,101.3,1.3,ml,,,,0.58,ak,ak021c6atma1,2021-09-22T02:46:20.882Z,"Central Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-22T02:32:13.370Z,19.1751670837402,-155.470504760742,33.8699989318848,2.05999994,md,33,93,,0.159999996,hv,hv72719382,2021-09-22T02:35:37.820Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.79,1.11000001,1.37,3,automatic,hv,hv
2021-09-22T02:31:26.050Z,18.0208,-66.7805,13,2.02,md,8,131,0.2085,0.14,pr,pr2021265002,2021-09-22T02:46:24.536Z,"1 km E of Guayanilla, Puerto Rico",earthquake,0.6,0.39,0.07,5,reviewed,pr,pr
2021-09-22T02:26:26.841Z,31.69528916,-104.3100133,6.825683594,2.3,ml,11,82,0.1647869575,0.3,tx,tx2021sonq,2021-09-22T15:05:43.390Z,"53 km S of Whites City, New Mexico",earthquake,1.552257552,2.538470702,0.1,7,reviewed,tx,tx
2021-09-22T02:11:40.550Z,33.6395,-116.7046667,12.61,1.36,ml,46,39,0.06743,0.18,ci,ci39815831,2021-09-22T02:41:56.358Z,"10km NNW of Anza, CA",earthquake,0.19,0.39,0.244,26,reviewed,ci,ci
2021-09-22T02:10:12.566Z,61.7229,-150.8617,56.5,1.9,ml,,,,0.37,ak,ak021c6ao07a,2021-09-22T02:15:17.426Z,"27 km NW of Susitna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-09-22T02:04:40.790Z,33.6431667,-116.699,12.09,1.23,ml,37,54,0.06899,0.16,ci,ci39815807,2021-09-22T02:44:09.800Z,"10km NNW of Anza, CA",earthquake,0.2,0.37,0.266,27,reviewed,ci,ci
2021-09-22T01:54:35.461Z,60.742,-151.5147,59.4,2.3,ml,,,,0.45,ak,ak021c6ac1v7,2021-09-22T02:26:49.040Z,"13 km WNW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-09-22T01:53:39.880Z,36.6408333,-121.2841667,6.21,1.03,md,15,90,0.03868,0.18,nc,nc73627736,2021-09-24T05:29:50.066Z,"17km S of Tres Pinos, CA",earthquake,0.53,1.06,0.322,11,reviewed,nc,nc
2021-09-22T01:52:23.990Z,39.423,-110.2885,-3.4,1.57,md,6,202,0.02837,0.09,uu,uu60458957,2021-09-22T14:56:42.620Z,"16 km SSE of Sunnyside, Utah",earthquake,1.48,3.14,0.168,5,reviewed,uu,uu
2021-09-22T01:52:01.390Z,33.6378333,-116.7046667,12.89,1.3,ml,53,35,0.06632,0.21,ci,ci39815767,2021-09-22T02:44:18.070Z,"10km NNW of Anza, CA",earthquake,0.21,0.41,0.233,27,reviewed,ci,ci
2021-09-22T01:51:12.920Z,17.9373,-66.918,13,2.23,md,9,215,0.1302,0.18,pr,pr2021265001,2021-09-22T02:11:38.960Z,"Puerto Rico region",earthquake,0.8,0.53,0.17,7,reviewed,pr,pr
2021-09-22T01:44:22.397Z,63.1852,-150.6027,115.8,1.5,ml,,,,0.31,ak,ak021c6a9vp2,2021-09-22T04:30:52.029Z,"68 km SE of Denali National Park, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-09-22T01:35:31.130Z,17.85,-66.8835,16,2.81,md,21,249,0.2002,0.11,pr,pr2021265000,2021-09-22T02:02:01.536Z,"13 km S of Guánica, Puerto Rico",earthquake,0.56,1.02,0.17,15,reviewed,pr,pr
2021-09-22T01:25:08.835Z,7.4166,-82.754,12.59,5.2,mww,,151,1.37,0.92,us,us7000fdaq,2021-09-22T10:23:38.268Z,"69 km S of Burica, Panama",earthquake,7.8,5,0.046,45,reviewed,us,us
2021-09-22T01:15:37.090Z,31.65186995,-104.2238219,7.314135742,2.3,ml,21,84,0.1559208673,0.2,tx,tx2021solh,2021-09-22T15:13:07.115Z,"55 km NW of Toyah, Texas",earthquake,1.00733296,1.486935342,0.2,9,reviewed,tx,tx
2021-09-22T01:10:45.900Z,39.4276667,-110.3118333,-1.09,1.44,md,7,194,0.01088,0.08,uu,uu60458947,2021-09-22T14:54:37.000Z,"15 km SSE of Sunnyside, Utah",earthquake,0.87,0.31,0.136,7,reviewed,uu,uu
2021-09-22T01:08:57.269Z,-18.6128,-69.2728,147.17,4.1,mb,,66,0.355,0.79,us,us7000fdal,2021-09-22T08:26:00.871Z,"109 km E of Arica, Chile",earthquake,5.9,6.1,0.165,10,reviewed,us,us
2021-09-22T01:08:14.930Z,39.427,-110.3165,-1.06,1.62,md,7,193,0.007263,0.11,uu,uu60458942,2021-09-22T14:53:02.860Z,"15 km SSE of Sunnyside, Utah",earthquake,1.12,0.4,0.212,7,reviewed,uu,uu
2021-09-22T01:04:32.110Z,38.5268333,-119.4055,3.41,1.36,md,7,145,0.03412,0.04,nc,nc71126314,2021-09-22T06:40:51.549Z,"29km S of Smith Valley, NV",earthquake,0.84,0.7,0.115,6,reviewed,nc,nc
2021-09-22T01:04:21.760Z,38.5353333,-119.4083333,3.11,1.58,md,13,106,0.03885,0.05,nc,nc73627716,2021-09-22T06:37:51.559Z,"28km SSW of Smith Valley, NV",earthquake,0.29,0.46,0.231,16,reviewed,nc,nc
2021-09-22T01:00:20.850Z,46.8608333,-112.3623333,1.87,1.12,ml,13,115,0.065,0.25,mb,mb80524259,2021-09-22T14:15:18.200Z,"13 km NNW of Marysville, Montana",earthquake,0.67,1.07,0.188,7,reviewed,mb,mb
2021-09-22T00:57:00.790Z,34.75316667,-97.56583333,6.96,1.74,ml,65,67,0.1520701586,0.3,ok,ok2021sokr,2021-09-22T13:00:14.380Z,"7 km SSE of Erin Springs, Oklahoma",earthquake,,0.6,0.25,27,reviewed,ok,ok
2021-09-22T00:57:00.760Z,34.75166667,-97.56566667,6.83,1.76,ml,63,67,0.1529699821,0.31,ok,ok2021sokp,2021-09-22T12:46:07.092Z,"7 km SSE of Erin Springs, Oklahoma",earthquake,,0.6,0.24,23,reviewed,ok,ok
2021-09-22T00:40:57.484Z,63.2881,-150.4875,93.8,1.7,ml,,,,2.29,ak,ak021c69nnyr,2021-09-22T00:45:28.057Z,"67 km ESE of Denali National Park, Alaska",earthquake,,1,,,automatic,ak,ak
2021-09-22T00:38:23.620Z,19.2450008392334,-155.392501831055,32.3800010681152,2.1400001,md,45,137,,0.119999997,hv,hv72719257,2021-09-22T00:41:39.230Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.54,0.889999986,1.62,23,automatic,hv,hv
2021-09-22T00:38:05.250Z,38.6615,-122.772,3.85,1.57,md,36,80,0.05048,0.18,nc,nc73627711,2021-09-24T05:02:17.027Z,"10km NE of Healdsburg, CA",earthquake,0.34,0.88,0.219,20,reviewed,nc,nc
2021-09-22T00:34:29.680Z,39.4275,-110.3086667,-1.21,1.54,md,7,195,0.01317,0.08,uu,uu60458932,2021-09-22T14:51:57.920Z,"15 km SSE of Sunnyside, Utah",earthquake,1,0.41,0.118,7,reviewed,uu,uu
2021-09-22T00:32:01.560Z,19.1733341217041,-155.471496582031,33.189998626709,2.01999998,md,34,159,,0.129999995,hv,hv72719252,2021-09-22T00:35:19.220Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.96,1.10000002,0.670000017,14,automatic,hv,hv
2021-09-22T00:29:38.030Z,38.8193321,-122.8434982,2.18,0.97,md,19,105,0.007618,0.03,nc,nc73627706,2021-09-22T00:31:12.267Z,"9km WNW of The Geysers, CA",earthquake,0.24,0.46,0.21,3,automatic,nc,nc
2021-09-22T00:26:17.550Z,35.9736667,-117.486,7.42,0.95,ml,19,117,0.08418,0.09,ci,ci39815679,2021-09-22T18:16:12.830Z,"24km NNW of Searles Valley, CA",earthquake,0.21,0.55,0.151,4,reviewed,ci,ci
